frame,similarity_next,incremental_drift
1,-0.11459714502935048,113.3891136188559
2,0.9109554848931349,14.00569296424561
3,0.9759163279427523,5.220002703580494
4,0.9935377238133327,2.424627575092771
5,0.9974464766731272,1.4663471139429776
6,0.9979855009251208,1.2878069091528141
7,0.17409483709146095,20.680786004536554
8,0.9933082418747237,1.0408546157900458
9,0.9901402699884996,1.2515680500252115
10,0.9978928780336671,0.572894445542897
11,0.9993025731643921,0.3309591378616646
12,0.9989567631318284,0.401634578189675
13,0.9952499788466185,0.8467827863610758
14,0.9915577539849483,1.1294227253759543
15,-0.09152629446379984,10.520718258066463
16,0.996990304808711,0.40119275976957974
17,0.9913438833353099,0.6707425103254151
18,0.9990059270877787,0.22725420118779727
19,0.9956690431268704,0.4683746357941786
20,0.9990879460005655,0.21464497031817545
21,0.9989467432754813,0.2292593310750412
22,0.9942058736463116,0.5363217773192223
23,0.9945647239032691,0.5191808694452877
24,0.996195079434088,0.4353037471153905
25,0.9885718608655397,0.7552862428122388
26,0.9948278248886134,0.5164829398662276
27,0.9938328900054404,0.5619021898762904
28,0.9966280754115231,0.414398228823148
29,0.6938562178333003,4.062108499717509
30,0.9957319892146074,0.490778379045094
31,0.9964606849992828,0.4532839223374892
32,0.9835964209635295,0.9706129383637273
33,0.9627978976342109,1.4622418698581476
34,0.9919040603368713,0.6896010551184557
35,0.999491857775889,0.18359019951804528
36,0.9994240997912833,0.1974284990783548
37,0.953231882234215,1.7630153003691604
38,0.9549651556337242,1.7355606929822254
39,0.9955318011399947,0.5472669673123282
40,0.9956538815310165,0.5532814516709628
41,0.990009706204823,0.8500006807089577
42,0.9878475515682621,0.9475882724043592
43,0.997018798379434,0.49553332588167315
44,0.9990805311561718,0.30755940702402074
45,0.9884405684772286,1.0073674815522924
46,0.9888746760094167,1.0016002492792135
47,0.9962702267366086,0.6179867110780415
48,0.998133862749705,0.4849581729325963
49,0.9989338749147344,0.41499776765416535
