frame,similarity_next,incremental_drift
1,0.7230013291278523,44.590067027292655
2,0.34684549620934274,47.735082475182054
3,0.6637187698652899,19.599363172347076
4,0.8792545593111258,8.42633892619548
5,0.9467056346805311,5.02540102721331
6,0.90337638082118,6.097608440826376
7,0.9912044384923333,1.8422288788835317
8,0.8772008636688613,6.6177714707327056
9,0.9938172676172188,1.399430790979382
10,0.2847020815748473,12.802653496941883
11,0.9244927806673398,3.182344864239375
12,0.9987998593526911,0.418730639484814
13,0.29152692046334594,9.809418336288507
14,0.9437055443385818,2.920797816843262
15,0.978132382188594,1.9032651224490507
16,0.8708041548025854,4.886510670530826
17,0.5352411242523651,8.379855918201097
18,0.6267017887620463,6.497907409366918
19,0.6262202705596425,6.491666605075218
20,0.7718860679617396,4.507866732939757
21,0.7712162592285411,4.51046290332626
22,0.7614279120874223,4.706443904986821
23,0.7359606654080131,4.9529985403060985
24,0.9987321211943085,0.30932465790633407
25,0.9987441838666185,0.309611499638406
26,0.9986026618427994,0.33506294963543964
27,0.9985818051819522,0.3417378981883328
28,0.9984653949230584,0.3700934542924756
29,0.9984235325081194,0.38352218601259097
30,0.14814030650955184,11.732829457344414
31,0.8717745706236781,5.563533546779533
32,-0.008924102267178796,13.280267128348939
33,0.9803914703248646,1.4644025527242877
34,0.9100619215394906,3.1746982974885842
35,0.9982843506344204,0.5772478454479775
36,0.9983566511062653,0.618463596766544
37,0.5245208604392823,7.6962350547355864
38,0.8211597937607003,4.679720133027798
39,0.5072748086272741,10.260485011077224
40,0.9997679903532672,0.2647028710995866
41,0.9997616182711263,0.2717877530232269
42,0.11227374541022037,34.2604560364722
43,0.9999747937429487,0.23912271428107823
44,0.9999728146559059,0.24863041238631226
45,-0.1395698800863687,41.382768529826166
46,0.14599989749799722,20.738576871040006
47,0.9995789557968862,0.325775073511621
48,0.2991451628301865,19.842730448969466
49,0.9999305810853184,0.25306282379900735
