frame,similarity_next,incremental_drift
1,0.5426953485794452,53.62865360939666
2,0.6280059965766878,34.183411646674436
3,0.46873879585013206,34.65614693094739
4,0.5181964818286415,25.680327204999244
5,0.7388877868773234,13.392039482109508
6,0.7191733291370493,11.608204436163456
7,0.8719160955263603,6.516902580420895
8,0.9494987673929929,3.8967249706458333
9,0.9654868958075103,3.3392286486456144
10,0.9674153401310073,3.526883696434191
11,0.6574096836262148,10.392886026764721
12,0.9479255211567105,3.01683526280992
13,0.9344434373828525,3.2849903681124277
14,0.8376940662447265,5.017468201333656
15,0.9956337929536203,0.7740201710448155
16,0.905709105234651,3.446077102658531
17,0.9435665290083621,2.4870738283016447
18,0.9977422632864765,0.4904168064152859
19,0.997859705642032,0.4728295124580732
20,0.9979196827005337,0.4633967392126166
21,0.9941664160446868,0.7713760985077609
22,0.9986008997451759,0.3760069620607226
23,0.9987145216651974,0.36047820920230106
24,0.9986086852846325,0.37786145862806597
25,0.9976381580350473,0.4933734335105896
26,0.996600262615099,0.5995473126190566
27,0.9643020013387903,1.949491992515745
28,0.9989949007843106,0.341896976147233
29,-0.3906339215907572,13.657670221526176
30,0.9992323444865703,0.35736911850017444
31,0.9766966085890838,1.9566712644836244
32,0.9992514458495265,0.367107417063147
33,0.9640038171087517,2.4933527321342392
34,0.9990055894409187,0.42467014542107856
35,0.9989188518596107,0.4554843073452275
36,0.9992696226727236,0.383856656658056
37,0.9993758866625335,0.36543195834831166
38,0.9993636643051018,0.36763646142856504
39,0.9994284801490438,0.36373314371100945
40,0.9992703878496428,0.4090837598143865
41,0.9984830151955606,0.6065215340926291
42,0.9993109274912606,0.42287322495630447
43,0.9992332964180813,0.4566620798596051
44,0.9992916065639625,0.45566971950955537
45,0.9991755638776465,0.49842624308419275
46,0.9991640245992996,0.524492776670901
47,0.9991766735864043,0.5461941496559152
48,0.9992165066108252,0.5551504867484507
49,0.9990845127547477,0.6026971861083922
