frame,similarity_next,incremental_drift
1,0.5404543323768681,52.69299988847484
2,0.7765434427510097,19.98903910497448
3,0.833830968454152,12.897208465527019
4,0.9858109708871805,3.1950861134899182
5,0.852878892360569,10.185071448086623
6,0.8322297661274342,10.789494856951533
7,0.9959363189764725,1.4573694629159095
8,0.26937863156452235,15.96560509971789
9,0.9634755663527453,2.3269627724107442
10,0.991957233225812,1.0277715821509998
11,0.9435806482176083,2.59288500328008
12,0.9502549365809607,2.3886972615839346
13,0.9973608130304041,0.5543638205555503
14,0.9107673042566238,3.1517527338399987
15,0.9982218242045262,0.4369634704456589
16,0.9932809680378845,0.8494915335821237
17,0.998751292630061,0.3666992078005541
18,0.9988907056609175,0.3449426098436513
19,0.9357498796497349,2.680370195904874
20,0.9380950669717129,2.7455606871023064
21,0.8820790739805677,4.086052669610128
22,0.9988041863488066,0.4298190476101394
23,0.9990170479937128,0.38764999755653023
24,0.9921567640401743,1.0942644181492036
25,0.824069597259317,5.270327711025081
26,0.6173902929001382,7.789525963115657
27,0.946775012061993,2.871890172513285
28,0.12083596111298775,11.202974729568
29,0.9994908993894251,0.25996463106559087
30,0.6270957659503139,7.0777162150611135
31,0.5861008368208456,7.509877182150783
32,0.9995498929841451,0.2541768336817387
33,0.9315511938939978,3.0936061327355557
34,0.999508141852492,0.2764731646254186
35,0.9995370914533046,0.27352341624493753
36,0.9995182626458619,0.2825738979594723
37,0.9727467098817841,2.0356788152315874
38,0.9994612392595128,0.30768051967014487
39,0.8106025776842227,6.257049386010046
40,0.8112437998934909,6.259466868003079
41,0.9993412367315565,0.36075894675913867
42,0.99929232151737,0.3824098832176536
43,0.8277607180535528,6.2829185286812415
44,0.8284465384882734,6.288253997354824
45,0.9991811977824342,0.4498903103868644
46,0.8441786081667196,6.294046251868741
47,0.9992931664443331,0.4983411460388222
48,0.9992694511473994,0.5261387758450885
49,0.9992558172110295,0.5492448276183648
