frame,similarity_next,incremental_drift
1,0.29365698183586886,82.78362935998666
2,0.9512693393264304,11.78516186998644
3,0.5040710500799439,28.76095255634206
4,0.882918582036227,8.487080608426256
5,0.9956560732844413,1.4822435291265512
6,0.3666095520378746,14.529346181001488
7,0.9958537804266087,0.7878316336679814
8,0.9838437427727226,1.450236467553063
9,0.9575615079279552,2.3197018911760994
10,0.9870188784508762,1.196342827035695
11,0.7489344912036546,4.871480297249086
12,0.9966048863297411,0.5133233993883921
13,0.9974022267125746,0.4440873609338367
14,0.9977320158855831,0.4108361149990383
15,0.997653652358597,0.41609555595723713
16,0.8576624292103852,3.1235616981438104
17,0.81811754272391,3.528805456304005
18,0.9976248902693244,0.43210122061309625
19,0.7937622862987008,3.7774365053190695
20,0.9985228687987295,0.2693987264994167
21,0.7320987454200417,4.456790120529658
22,0.7320594102151187,4.456889852246835
23,0.692797125719488,4.947766707925587
24,0.6928867493054554,4.947161239810356
25,0.6576380064577236,5.477086373275208
26,0.6579460559733548,5.475252744081218
27,0.6285198435784798,5.985256707814091
28,0.6293470199481562,5.980381883116301
29,0.9807018960911655,0.9766497507389295
30,0.8403758995262589,2.900699878727552
31,0.9984435593115518,0.30581482648533087
32,0.9716931162687252,1.3156543276169288
33,0.7932227422846295,3.5475477753272813
34,0.46437607282796356,6.417075428712452
35,0.9936880471659435,0.8153319202499338
36,0.9985141998933195,0.4151203681652355
37,0.9989877338015486,0.3592286113031997
38,0.9991933161898665,0.33055524253233265
39,0.8075815850024717,5.556654345999143
40,0.8074856314884132,5.558397150973184
41,0.7837079736695043,6.139432220004868
42,0.9630946243061935,2.771353791041023
43,0.9546989823127137,3.2576046849495275
44,0.9588014818695991,3.1212668115649
45,0.849417226037108,6.5746092536433025
46,0.9983409176347356,0.7534773976907798
47,0.9957461935432648,1.2252696405056929
48,0.9863094658777087,2.338282218357969
49,0.964390118904535,4.48412499722078
