frame,similarity_next,incremental_drift
1,-0.06185329322709102,130.06492162597183
2,0.642614394946492,23.505078876341788
3,0.7306733295080332,11.112206438359857
4,0.9548011188141552,3.6122102323290473
5,0.905358090324811,3.6744051744162403
6,0.9241703829705539,3.1559399529939354
7,0.9716930574874592,1.9739612239169153
8,0.9438409696502585,2.88134706412914
9,0.6100836550994762,6.910395841063667
10,0.9363831740909363,1.7811756050382745
11,0.8986692095415018,2.1883423457136315
12,0.9877482091235569,0.6947119681073479
13,0.9844218292803137,0.7701657402554782
14,0.9976197114914311,0.3209482161424213
15,0.9799170971658385,0.772195294435357
16,0.9972064448171781,0.3067052251022393
17,0.9808946104125492,0.7259665008473578
18,0.9970795694421642,0.28127976457596227
19,0.9966161904757083,0.2859083571887052
20,0.9832825848462964,0.5933910485648989
21,0.9601197702174684,0.8965992368301452
22,0.9539183105336932,0.9480963841085853
23,0.9485629340865104,0.9937916533363818
24,0.9954328305128008,0.29683574715609495
25,0.9873441384722793,0.4947269895250205
26,0.9880521891065894,0.49216627767895366
27,0.9592881716956361,0.9333527326222589
28,0.994691068319602,0.355063343417983
29,0.9913109864349469,0.49573521827619027
30,0.9775080487961739,0.7631206516462825
31,0.8835529832991145,1.7301622216041899
32,0.9675439379053763,0.9015546482406278
33,0.8017057304658344,2.495355234596194
34,0.8777062426780649,2.0015990801968413
35,0.8706048838513001,2.247518054410174
36,0.8708214803833147,2.2511731798230965
37,0.8446930947186293,2.679493952397351
38,0.9961397946741365,0.5243453506036546
39,0.8277865732646887,2.981450985952919
40,0.8468136560426847,3.0630490897415017
41,0.9975476003719853,0.49634129456313225
42,0.8459724260510646,3.2238779632012053
43,0.997831931122062,0.4431969304009067
44,0.8458039097888772,3.717979859779013
45,0.9846640978373263,1.262557046077903
46,0.9877525843199867,1.1995537927801763
47,0.8507756566938325,3.966448950379107
48,0.9986681842999057,0.4872077307271868
49,0.8314833463228817,4.752904963853944
