frame,similarity_next,incremental_drift
1,-0.08910734638600776,115.50528992930533
2,0.9025119480061077,11.911141714090038
3,0.954034643014545,6.007720695615162
4,0.9868914556510993,2.5607208810337894
5,0.9935076756951338,1.5835946050460212
6,0.9964406758613988,1.1047370998269466
7,0.9652618299092202,3.183819775676555
8,0.998368528327962,0.6685865492128867
9,0.9988973722141227,0.5350888658936175
10,0.9990236261699389,0.4997329084396456
11,0.9992078572670435,0.44252930082012853
12,0.999305811861821,0.4106408106336052
13,0.9994037233991211,0.37759044247134665
14,0.9078056486811684,4.582360033418099
15,0.9993914717113663,0.3617762156243123
16,0.9993655788396942,0.36850532451913676
17,0.9995073194386952,0.3247095691376972
18,-0.4415564763702874,14.22315057713189
19,0.9989860851868892,0.28061490027951663
20,0.999115326976413,0.2614901011079069
21,0.9989850114457293,0.2771612089218775
22,0.9990141211210306,0.27193263044615723
23,0.9986595181506039,0.31601519775552817
24,0.9989541902907418,0.27948987808384973
25,0.9984027733585694,0.34792432744520563
26,0.9985827625522783,0.32709562433492817
27,0.9984781132243623,0.34340564188454636
28,0.9991797671814082,0.256627976771902
29,0.9988289064598546,0.3113121774852718
30,0.9993635247458303,0.22996784288642805
31,0.9986743841382935,0.33931003082013184
32,0.999250378480111,0.2601363286171805
33,0.9794334661875805,1.33042617974186
34,0.9993393069499029,0.25737342453369105
35,0.998812145756645,0.35340545967217385
36,0.999422564084827,0.2535475248669265
37,0.999029676881789,0.34270337324796335
38,0.9993028822322554,0.2977084212596783
39,0.9992863536210678,0.30876474792942304
40,0.9993837336359128,0.2903111712983298
41,0.33241039446937104,11.736180033824786
42,0.9996541557200089,0.3340260416573247
43,0.9995983089589147,0.3664283567283352
44,0.9996587810806492,0.3399893762921254
45,0.9995624465587323,0.3960172061364893
46,0.9996005818734973,0.3855973862905472
47,0.9995912317692931,0.39812287515469885
48,0.9995626418735544,0.42285982083483126
49,0.9995142977787832,0.45858372952618603
