frame,similarity_next,incremental_drift
1,-0.09453413617188969,125.08412285091684
2,0.9356015511393401,10.533486226455649
3,0.9008411973940031,7.000796397437232
4,0.950530295792975,3.656509873780079
5,0.9848653850104225,1.6125591324109554
6,0.7847855229606011,4.264518312519657
7,0.9866949305431845,0.8746167531682526
8,0.9918881292180171,0.6184606891740285
9,0.9938876714892896,0.4866798220703905
10,0.9953384254215154,0.39453959455111387
11,0.9963104108638414,0.331557382690833
12,0.9937261138509286,0.3996130693988062
13,0.8476129314793353,2.0324696564600724
14,0.8355800367661153,2.1002064723273
15,0.9977879001106136,0.22009465526327007
16,0.9978994872879942,0.20881939048492923
17,0.9979720586832529,0.20029163349393503
18,0.9980288823703014,0.19363685486490972
19,0.9980617521392706,0.1890207988035923
20,0.9981118485002239,0.18464183013659283
21,0.9981549324948127,0.18144450847914734
22,0.9981994908713585,0.17905074454179107
23,0.9982380676535538,0.1779259258733864
24,0.9975555285801163,0.2135757876629467
25,0.9983066426463819,0.1796903165596823
26,0.9983876563549643,0.17900982478998512
27,0.9985096627709293,0.17589672167011217
28,0.9986253613984332,0.1740297704498885
29,0.9987354611854038,0.17153987277087834
30,0.9975865593436896,0.23117062216282638
31,0.9978615230769303,0.22456082348425105
32,0.9981229282954942,0.2188084337971546
33,0.9027974564383499,1.5359652805990456
34,0.9984666091348586,0.22562010518017098
35,0.9986329720078353,0.22538640886833808
36,0.9987574352966571,0.2273219370684897
37,0.9988442899100669,0.2313417053215056
38,0.9989043971599683,0.23730885830123088
39,0.998944819643003,0.24497905991475152
40,0.998970390741109,0.2542432932954848
41,0.9989848653814426,0.26504768451547694
42,0.9989814072391225,0.27773601053734187
43,0.9989378734916772,0.294540430048755
44,0.9987463577022229,0.32468272287365924
45,0.9979938571778657,0.401037254426566
46,0.9950794296273084,0.6121942962551913
47,0.9846435954455124,1.1320778222246242
48,0.9577027322978026,2.2860772406369336
49,0.9352638676556952,4.74332481316502
