frame,similarity_next,incremental_drift
1,0.6275289577181774,43.566326578594264
2,0.9009972854400553,18.234028464460433
3,0.5385380604257282,29.773395220995535
4,0.9798442577529657,4.213202226552051
5,0.9879353441330317,3.2519043634783515
6,0.389597196516759,17.563636659111495
7,0.9206377874688683,3.909026239853086
8,0.9762429079391417,1.9342618989348699
9,0.881350369647688,4.119491638837629
10,0.9963724234159022,0.7737399620364559
11,0.9888506871277261,1.20905611463511
12,0.9881261039470244,1.2019010538135246
13,0.9903039854622696,1.0692028882777043
14,0.6939581004536043,5.611039003906731
15,0.997018008039122,0.5055316886470754
16,0.9981538261469675,0.40771118572423914
17,0.9956401303448036,0.5968829113925963
18,0.9984171095061118,0.3533232837009915
19,0.998581528639128,0.33265618614721376
20,0.9986064806461674,0.32369311918312105
21,0.998694105746725,0.31018471017373644
22,0.9987294924615326,0.30368422272941287
23,0.9986131426043583,0.31675927566497253
24,0.9986955032214841,0.30801078805475224
25,0.9981567286429778,0.3737478390543094
26,0.9961172321546733,0.5372360987974153
27,0.9945109189721117,0.6605534382951228
28,0.9990154228218928,0.28190093268497163
29,0.9978914772515017,0.43928636362665807
30,0.9989881464460882,0.3096132577024451
31,-0.16336152150658675,14.443233136332623
32,0.09393432888791327,12.838533427167626
33,0.42458522668632054,6.980287544018762
34,0.4691964855068536,10.935669963187792
35,0.5634164960939992,10.190234579734938
36,0.9983776436133062,0.4704549397564415
37,0.9865762878835124,1.2679156750388763
38,0.6400192854760011,9.690010564735044
39,0.9996658147723788,0.3411176214997732
40,0.7219405023773384,8.805201883855116
41,0.9988516703442251,0.4895909063602181
42,0.9988088371244789,0.5044927036026728
43,0.9989797592320272,0.47768296039770025
44,0.7883464001845341,8.267251683813948
45,0.999445688818561,0.47244524965425216
46,0.8482088592217142,7.205364347218531
47,0.8594689926167832,7.240049889469562
48,0.9994214406210084,0.5273705778837459
49,0.9993384876320002,0.5712466562609758
